issueKey,cluster,title
MDL-31597,9,"In User Report, Weights should not be displayed as a percentage"
MDL-35984,9,Gradebook Sum of grades shows wrong total if items are hidden
MDL-36063,9,Extra credit boxes checked when switching aggregation methods
MDL-38827,9,"If ""Aggregate only non-empty grades"" is NOT selected for grade category then total is displayed as dashes instead of zeros."
MDL-43378,9,"Implement new ""Natural weighting"" interface"
MDL-45029,9,Weight Defaults to Zero in Weighted Mean of Grades Aggregation Method
MDL-46139,9,"Add extra credit, drop-low/ keep-high, accurate weights and contribution column to User report"
MDL-46576,9,Implement Natural aggregation
MDL-46577,9,"Restructure Unit tests for gradebook aggregation, include natural weight"
MDL-46578,9,Make Natural aggregation the (single) default aggregation method
MDL-46606,9,Review use of scales in workshop.
MDL-46797,9,"Rename ""Sum of grades"" aggregation to ""Natural"""
MDL-46801,9,Nest weightings within categories
MDL-46819,9,Negative adjusted weights in the natural aggregation should not be allowed.
MDL-46822,9,Allow editing of weights within single category
MDL-46824,9,Only allow drop lowest/keep highest when items in category are equally weighted
MDL-46827,9,Allow weightings within a category to be reset
MDL-46966,9,change the default value of grade_aggregations_visible
MDL-46997,9,Sum of Grades still not calculating correctly with hidden items
MDL-47006,9,Add weights to sum of grades / natural
MDL-47009,9,Update reports so that they display natural weights properly
MDL-47011,9,Apply natural weights to all grade items when setting up the gradebook.
MDL-47055,9,reimplement extra credit handling with natural weights.
MDL-47059,9,Investigate/fix handling of hidden and excluded grades within natural weights
MDL-47062,9,Create an update script for natural grading
MDL-47098,9,If you adjust the weight of a category itself you cannot un-override it
MDL-47110,9,"Automatically normalise weights, and notify users"
MDL-47243,9,Outcome items weight cannot be edited
MDL-47253,9,"Change default aggregation method to ""Natural"""
MDL-47254,9,Backup / restore aggregationcoef2 and weightoverride
MDL-47255,9,Record aggregationcoef2 and weightoverride in grade history
MDL-47260,9,Undefined offset when using another aggregation method than Natural
MDL-47345,9,Category max grade is not properly updated when using extra credit
MDL-47346,9,Record aggregationstatus and aggregationweight in the history tables
MDL-47373,9,Fix bug where categories do not show Adjusted when they are
MDL-47377,9,Do not include items with a weight of 0 in the max grade.
MDL-47417,9,grademax should be reset to 100 when switching from natural agg method to different one
MDL-47430,9,Natural aggregation normalizes values to the range mingrade -> maxgrade - it should use 0 -> maxgrade
MDL-26408,10,IMS Enterprise admin notifications fail on message_send()
MDL-27158,10,Default timezone is incorrect when not set in PHP configuration
MDL-31410,10,PayPal IPN Script exposed to message_send() failure
MDL-32592,10,Category Undefined in IMS Enterprise
MDL-34182,10,Invalid JSON output on filepicker when repository plugins output invalid content
MDL-34587,10,Filenames w/ Spaces Generating incorrect SHA1
MDL-34744,10,MSSQL backup fails under some circumstances
MDL-36126,10,Error restoring a Moodle 1.9.x course to Moodle 2.x due to long filenames
MDL-37877,10,"Over-large backups fail transparently, then do not get deleted next time, so space fills up"
MDL-40039,10,Add alternative to contextid for core_files_external::upload
MDL-40228,10,Incorrect backup setting names in automated backups
MDL-40250,10,Add unit tests for core_files_external::upload
MDL-41197,10,core_text::convert produces notices when experiencing invalid utf8 params or char not in target encoding
MDL-41220,10,core_component_testcase assumes you don't have add-ons isntalled
MDL-41347,10,tool_uploadcourse: Invalid restore files are not well handled
MDL-41419,10,core_files_externallib_testcase::test_get_files sporadically fails
MDL-41565,10,Observers do not include file from the right location
MDL-41608,10,Add mustache-powered renderable for notifications
MDL-41707,10,Allow phpunit tests to use local external files or skip external tests completely
MDL-41726,10,"Serious performance regression in course reset of groups, including race condition that may send erroneous emails to students"
MDL-41833,10,SetType warnings in feedback when trying to delete a response
MDL-41843,10,Incorrect uses of namespace in mod/lti/OAuthBody.php
MDL-41935,10,Prevent false-positive failures due to time differences
MDL-41938,10,Course backup contains empty 'contenthash' value in files.xml
MDL-42014,10,Session cache stops working after upgrade to 2.5.2
MDL-42021,10,Event base class should force an objectid if objecttable is defined
MDL-42044,10,Install add on fails validation when zip does not contain folder entries
MDL-42054,10,phpmailer unit test redirection is using incorrect test
MDL-42199,10,Random failures with test_increment_revision_number
MDL-42201,10,Creating a course and running the cron causes 'Error' to be displayed in backup report.
MDL-42224,10,clean up messaging and email redirection in unit tests
MDL-42292,10,block.version regression in custom lang tool
MDL-42293,10,"Behat upload step, should be able to determine proper location if ""admin/"" is present in the url."
MDL-42377,10,Incorrect debugging message in backup.
MDL-42386,10,Etag verification for stored files never matching
MDL-42414,10,One more time() random failure: test_increment_revision_number
MDL-42882,10,Performance improvement to missing root directory upgrade step
MDL-42956,10,mnet broken for mssql and oracle
MDL-43005,10,tag param in blog index page should be strictly checked
MDL-43063,10,Function download_file_content() inline documentation of return value incorrect
MDL-43137,10,class loader breaks open_basedir
MDL-43175,10,Base event JSON encoding decoding check will fail with whole float values.
MDL-43188,10,Backport missing beep to 2.5 and 2.4
MDL-43266,10,Testing sites are cleaning all test dataroot contents
MDL-43295,10,Debugging warning on saving an online text submission with an uploaded image.
MDL-43330,10,Behat framework: add skip support
MDL-43367,10,get_child_contexts() returns invalid contexts when context path missing
MDL-43395,10,get_records*_sql silently converts invalid limit param to integer
MDL-43437,10,mod_wiki\event\page_version_deleted event unit test should compare objectid with versionid
MDL-43510,10,phpunit 404 tests may fail when using custom exttests location
MDL-43746,10,require_course_login: incorrect variable assignment
MDL-43884,10,$DB->get_tables() returns empty array for external databases.
MDL-43948,10,Possible reflected XSS in editor and imagefile form fields
MDL-44124,10,Ical import ignores some recurrence rules
MDL-44704,10,The \core\event\message_sent class should be passed the system context (for now).
MDL-44717,10,Incorrect urls and strings in many events
MDL-44794,10,"get_groups(), get_groups_all() and groups_get_user_groups are not covered by unit tests"
MDL-44874,10,Per-request temp directories
MDL-45594,10,Fix use of ORDER BY id in the messaging system
MDL-45935,10,Slow behat tests for backup
MDL-46218,10,Disabled functionality checks occur later than necessary
MDL-46248,10,Backport of MDL-42869: HTML validation check fails on calendar add event screen
MDL-46253,10,"Add-on validation message always shows ""foundlangfile"" (Debug)"
MDL-47418,10,Missing table header in behat step causes debugging.
MDL-47420,10,Fix unit tests broken in the dev branch.
MDL-51460,10,List frameworks' API function does not support order
MDL-51506,10,Implement validation mechanisms in persistent derived classes
MDL-51682,10,"Fix all persistent sortorder handling to prevent ""holes"""
MDL-51791,10,Some improvements to persistent validation
MDL-39815,11,Printer-friendly version link can be improved
MDL-40769,11,Create Icons from TinyMCE vector
MDL-41128,11,Import latest branch of upload pdf code
MDL-41133,11,Update icons in feedback_pdf plugin to match core style.
MDL-41137,11,Verify no UI RTL issues with feedback_pdf plugin.
MDL-41138,11,Add unit tests for editpdf after refactoring
MDL-41273,11,Edit PDF: Finish work on comments tool
MDL-41274,11,Edit PDF: Enable colour and tool chooser menus.
MDL-41275,11,Edit PDF: Add list of generated pdf(s) to grading form
MDL-41276,11,Edit PDF: Add line tool (including rectangle + oval tools)
MDL-41277,11,Edit PDF: Add rectangle tools
MDL-41278,11,Edit PDF: Add support for the oval tool
MDL-41279,11,Edit PDF: Add support for the pen tool
MDL-41280,11,Edit PDF: Add support for the stamp tool
MDL-41281,11,Edit PDF: Add support for the select tool
MDL-41538,11,Edit PDF: the pdf dialog opens then closes almost straight away
MDL-41541,11,Edit PDF: test_gs_path is broken
MDL-41633,11,Edit PDF: create layout mockup
MDL-41699,11,Editpdf - Let students view pdf online (not just downloadable version)
MDL-41796,11,Edit PDF: Add support for the highlighter tool
MDL-41800,11,EditPDF: Add comments quicklist
MDL-41805,11,EditPDF: Create keyboard shortcuts for tools.
MDL-41824,11,Edit PDF: Split up javascript into smaller modules
MDL-41856,11,Edit PDF: Update more icons
MDL-42023,11,Edit PDF: Integrate editpdf plugin for mod_assign
MDL-42025,11,Edit PDF: Add behat tests
MDL-42028,11,EditPDF: replace the loading icon by a progress bar as a user could think it's broken for large pdf
MDL-42029,11,Editpdf: Page selector should indicate what page you are on
MDL-42030,11,EditPDF: when selecting stamp image the stamp tool is not selected
MDL-42081,11,EditPDF: Add default stamp images
MDL-42131,11,Edit PDF missing require_login on some pages.
MDL-42150,11,Edit PDF Ajax error saving pages.
MDL-42356,11,Edit PDF: When no stamps uploaded toolbar looks strange
MDL-42360,11,Edit PDF: On-screen layout does not match PDF layout
MDL-42405,11,EditPDF: when the PDF has a wrong format then a TCPPDF error is displayed in a blank page.
MDL-42433,11,No longer able to annotate pdfs in 2.6 beta
MDL-43911,11,Behat - add an option to take page dumps
MDL-44222,11,Atto: Image plugin not reliable editing an existing image
MDL-45580,11,PDF Annotations Remain After PDF is Replaced
MDL-18014,12,Automatically and periodically save WYSIWYG editor content as a draft/concept
MDL-24775,12,a pagedown key press in any tinymce editor destroys entire page layout
MDL-36803,12,TinyMCE editor doesn't accept keyboard input on iOS6 after touch event
MDL-37565,12,Better looking tinymce editor: toggle toolbars between 1 and 3 lines
MDL-38698,12,Convert URL into Links filter prevents backgrounds on tables when Apply to HTML Format is checked.
MDL-40493,12,Allow an editor plugin to be chosen per profile
MDL-40668,12,"Revert the ""collapsible editor"" to use the standard editor again (revert MDL-38614)"
MDL-40768,12,Extract icons from TinyMCE 4.0
MDL-40770,12,Implement Icons for TinyMCE 3.*
MDL-41098,12,Add Atto HTML editor to core (the editor formally known as contenteditable)
MDL-41235,12,Atto HTML Editor - The text box width changes if you toggle back and forth between wysiwyg and html mode
MDL-41236,12,Atto - In html mode the other buttons are disabled but the visual difference is too subtle
MDL-41237,12,Atto HTML Editor - Decide on the list of headings to include
MDL-41238,12,Atto HTML Editor - Close the styles menu when clicked outside
MDL-41385,12,Create icons for non-default buttons
MDL-41713,12,Copy the relevant icons from new TinyMCE theme to atto
MDL-41716,12,Atto: Resizing the editor is inconsistent
MDL-41904,12,Import markdown 1.3
MDL-41993,12,Atto produces ugly html
MDL-42002,12,Redesign TinyMCE icons derived from icoMoon for consitent weight and size
MDL-42102,12,Style TinyMCE toolbars consistently with Moodle style
MDL-42207,12,fix message text formatting
MDL-42235,12,Create outline on font colour and highlight icons for editors
MDL-43855,12,Implement a new equation editor for Atto
MDL-43857,12,Auto cleanup Atto HTML
MDL-43861,12,Plugins for font/background colours in Atto
MDL-43863,12,Add Undo/Redo plugins to Atto
MDL-43864,12,Add atto plugin to prevent automatic linking.
MDL-43867,12,Add a content accessibility checker plugin for Atto
MDL-43869,12,Atto does not display on qtype essay page
MDL-43870,12,Blockquote in Atto behaves differently in different browsers
MDL-43955,12,Atto: input text should not have for parent the contenteditable tag
MDL-43990,12,Atto - add function to format the currently selected block.
MDL-44040,12,Atto: Implement basic keyboard shortcuts people are used to
MDL-44063,12,Atto should start new content in a paragraph tag by default.
MDL-44067,12,Improve Atto Table controls
MDL-44092,12,"Add an active state to the buttons, when the text under the cursor has the style applied."
MDL-44131,12,Make the Atto equation editor example library into an aria toolbar.
MDL-44216,12,Atto: Invert indent/outdent buttons
MDL-44218,12,Atto: Limit the height of the editor to prevent the toolbar to go off screen
MDL-44219,12,Atto: A large selection causes the editor to freeze for some seconds
MDL-44221,12,Atto: Table plugin not adding a table on IE
MDL-44223,12,Atto: Missing images are not displayed at all in the editor
MDL-44224,12,Atto: Indent/outdent plugins should not use <blockquote>
MDL-44225,12,Atto: Focus lost in the Equation editor after inserting a symbol
MDL-44228,12,Atto: Being able to see the list of plugins available in the settings UI
MDL-44240,12,Atto: Combine plugins indent/outdent into one.
MDL-44243,12,Atto: Prettifying the HTML when switching to HTML view
MDL-44298,12,Add  'HTML templating' features to Atto text editor
MDL-44430,12,Atto triggers required when still in focus
MDL-44748,12,Make atto the default editor during upgrade
MDL-44757,12,Change TeX help link in equation editor to point to a moodle docs page
MDL-44759,12,Atto Undo starts highlighted on an empty field
MDL-44768,12,Atto: Save cursor position with undo/redo stack and restore it
MDL-44769,12,"Atto Table plugin caption field should be a text input, not a textarea"
MDL-44770,12,"Change table context menu, to open from the table button, not the table cell"
MDL-44772,12,Atto does not respect height of original text area field any more (it used to)
MDL-44775,12,Atto : show html view with a monospace font
MDL-44776,12,Make Atto equation editor dialogue wider
MDL-44777,12,Atto Equation Editor example toolbar should have consistently sized buttons
MDL-44778,12,"Atto equation editor, put a border around the preview"
MDL-44779,12,MathJax menus show behind dialogues
MDL-44780,12,Enable MathJax filter by default
MDL-44781,12,Reformat/rewrite the help text for MathJax (needs some line breaks)
MDL-44810,12,The bold/italics buttons don't maintain their selection when pressed
MDL-44831,12,Atto: Save to undo stack on text deletion
MDL-44846,12,Atto font colors are broken in IE
MDL-45040,12,Atto: Selection reverts to previous selection on toolbar button press in WebKit browsers
MDL-45780,12,"Neither formchangechecker, nor quiz autosave detects changes in Atto editors"
MDL-46316,12,Fix coding style problems in notes
MDL-47027,12,Styling for the grader report when editing is turned on
MDL-47124,12,Update table row/column sizes when AJAX quick editing
MDL-12403,13,backup or import of single quiz includes all questions in database
MDL-13114,13,Include bulk course create and remove with Moodle through the use of CSV files
MDL-1626,13,Forum: Per-discussion subscription
MDL-16474,13,Allow single-item scales
MDL-17081,13,"Implement import/export ""Permissions"" settings for ""Manage roles"" tab"
MDL-18375,13,Displaying and selecting dates throughout Moodle should allow the use of multiple calendars
MDL-20045,13,Add unofficial support for custom context levels
MDL-22236,13,Design way to send files by web service (upload)
MDL-28448,13,Teachers cannot delete user submissions - advanced uploading of files
MDL-29070,13,Clean enrol_imsenterprise following coding guidelines
MDL-31356,13,IMS Enterprise enrol plugin added features
MDL-31830,13,Replacement for the course and category management pages
MDL-31989,13,Global Search 2
MDL-32450,13,DragMath GPL issue
MDL-34161,13,Fix LTI backup and restore to support course and site tools and submissions
MDL-34397,13,Develop course structure caching
MDL-34426,13,Port Google/Facebook Oauth2 plugin into core
MDL-36034,13,pre-cache active filters for course categories to significantly reduce database queries
MDL-3714,13,Forum: Reply by e-mail
MDL-37812,13,"admin can set site-wide default settings for user profile fields: Email display, format, digest, Forum subscription & tracking, use HTML editor, Screen reader"
MDL-39150,13,Finish detailed specification http://docs.moodle.org/dev/Logging_2
MDL-39152,13,"core_role_assign_roles ws function contains contextid as parameter, which is not correct"
MDL-39153,13,"core_roles_unassign_roles ws function contains contextid as parameters, which is not correct"
MDL-39154,13,"core_files_get_files, core_files_upload_files ws functions contain context as parameter, which is not correct"
MDL-39854,13,Automatic class loading
MDL-40034,13,Epic: File API improvements to handle clustering environments
MDL-40079,13,Hardcoded timeout parameter in the repository plugin
MDL-40126,13,core_enrol_get_course_enrolment_methods() webservice
MDL-40230,13,Integrate Outcomes stage 2 into core
MDL-40338,13,"META: Evaluate Remote-Learner ELIS ""hacks"" for core"
MDL-40874,13,Retire MyMobile as a standard theme
MDL-41067,13,MUC cache definitions are NOT documented!!
MDL-41187,13,Polish Moodle dialog for mobile
MDL-41230,13,Increase time limit for the tool_uploadcourse
MDL-41283,13,Convert Course participation report to new logging API
MDL-41773,13,Forum: code an accessible layout
MDL-41885,13,Modules should declare their use of the question bank
MDL-42206,13,Don't trigger meta enrolment sync on course settings change
MDL-42276,13,"Automate groups CRUD actions (MDLQA-2335, MDLQA-2238, MDLQA-2105, MDLQA-1813, MDLQA-1812)"
MDL-42280,13,Automate MDLQA-1546 and MDLQA-1545 - blocks management
MDL-42285,13,Automate MDLQA-93 - A teacher can delete questions from the question bank
MDL-42289,13,Automate MDLQA-57 - Past chat sessions can be made available for everyone to view
MDL-42428,13,Update M.util.show_confirm_dialog() to use moodle-core-notification
MDL-42553,13,It is not possible to uninstall calendar types
MDL-43044,13,The course_module_instances_list_viewed abstract class could be improved to do more.
MDL-43270,13,Migrate moodle-course-dragdrop to use Shifter
MDL-43271,13,Migrate moodle-course-formatchooser to use Shifter
MDL-43273,13,Migrate moodle-course-coursebase to use Shifter
MDL-43302,13,Migrate moodle-form-passwordunmask to use Shifter
MDL-43307,13,Migrate moodle-mod_assign-history to use Shifter
MDL-43784,13,Clean up all the themes shipping in 2.7 by removing some from core
MDL-43854,13,Import collapse plugin from prototype.moodle.net
MDL-44316,13,Change the tag API to include the contextid and component when tagging an item.
MDL-45920,13,Define Report Builder API
MDL-46567,13,Clone and integrate NetSpot's gradehistory report
MDL-46602,13,Write specification for improvements to scales.
MDL-46605,13,Remove custom scales logic from modules.
MDL-46663,13,Remove old functionality
MDL-46695,13,"Get prototype onto prototype.moodle.net, promote and request feedback"
MDL-46864,13,Integrate Natural weighting code
MDL-46980,13,Move install code into core
MDL-47045,13,Bring in code from UCLA
MDL-47046,13,Update code from UCLA to meet coding style guidelines
MDL-47146,13,Implement the prototyped changes
MDL-47171,13,Event monitor: Remove dependency on MDL-46155
MDL-53192,13,Rebase CBE to latest Moodle core
MDL-54751,13,Recycle Bin - deleting large complex objects forces user to wait
MDL-8501,13,Forum: proceed to next thread link
MDL-24380,14,Chat: autoscroll help popup incorrect and doesn't display fully (it only concerns the alternative chat methods)
MDL-29441,14,Chat window does not pop up for separate groups in IE7-9
MDL-30839,14,form validation and error recovery
MDL-30895,14,provide easier chat reading for screen reader users in accessible chat activity
MDL-34356,14,Allow the chooser dialogue to submit values for the radio button
MDL-35848,14,Login Page lacks visible focus path
MDL-35919,14,Add activity and resource link doesn't announce when the modal appears
MDL-35922,14,Create folder button in file manager does not announce modal opened
MDL-35923,14,Create folder modal in file manager does not focus on the text input field
MDL-35925,14,Add... button does not announce modal opened
MDL-35926,14,Add.. modal allows tab focus to go outside the modal
MDL-35927,14,Add... Modal Error Modal does not announce modal opened
MDL-35928,14,File picker Error modal does not focus on text
MDL-35933,14,File manager file size and number limits are not keyboard accessible
MDL-35973,14,Moodle redirect to new page has no page title (specifically forums)
MDL-35981,14,Comment delete confirmation yes/no pop-up not detected by JAWS or Voiceover
MDL-36002,14,Move action for activities and course sections are not keyboard accessible with javascript enabled
MDL-36005,14,Forms help icons are placed within labels
MDL-36011,14,flexible table hide column does not announce change to screen reader
MDL-36081,14,Video player can't be controlled by keyboard
MDL-36082,14,User cannot add necessary accessibility attributes to make the default video player accessible.
MDL-36175,14,Moving blocks on the course page is impossible with a keyboard
MDL-36404,14,Make the rubrics advanced grading criteria accessible to screen readers
MDL-39350,14,Collapsible editor tab can't be controlled via keyboard
MDL-39750,14,Fullscreen activity chooser on tablet screens
MDL-39770,14,The chat activity window is poorly suited to a phone
MDL-39796,14,Multiple select options displays as empty box
MDL-39814,14,Improve editing icons for usability on all types of screens
MDL-40249,14,Enable activity chooser on mobile screens.
MDL-41251,14,Forum discussion page needs aria and role attributes to make navigation easier
MDL-41252,14,Simple changes to main course page to improve accessibility
MDL-41504,14,Tidying up the new mod edit buttons
MDL-41870,14,Atto HTML Editor: Implement Aria managed keyboard navigation for the toolbar
MDL-42239,14,Calendar tooltips have bad aria-controls values
MDL-42340,14,Long help texts overflow in help tooltips
MDL-42393,14,Calendar events blinks
MDL-42481,14,Clicking in text area fails to shift focus
MDL-42748,14,Help dialogue no longer handles long help texts
MDL-42752,14,Disabled icons on file picker still get focus resulting in them being read out by screen readers
MDL-42909,14,Move (non-JS): title attribute is on wrong tag
MDL-42928,14,Reimplement scroll locking for full-screen dialogues
MDL-42980,14,Clean: Activity chooser's Add/cancel button on iPhone4S does not respond
MDL-42983,14,Clean: Custom menu and login info does not appear on small screen
MDL-43267,14,Course menu to 'Move item' needs betterment for screen readers
MDL-43325,14,"Some dialogues (exceptions, ajaxexception, confirm, etc) are no longer shown when instantiated"
MDL-43598,14,Mod chooser causes a jump in scroll position when first used.
MDL-43641,14,Some moodle dialogs are positioned on not centred when they shoudl be
MDL-43886,14,moodle-core-dialogue leaves itself in the DOM after destroying itself
MDL-43969,14,Improve accessibility of shortform collapsing
MDL-43997,14,"Dialogues no longer show automatically, or modally"
MDL-44002,14,Decide upon intended screen reader support
MDL-44038,14,Atto: Focus on the editor is lost after opening a dialogue/menu
MDL-44083,14,Atto has wrong icons for screenreader helper and accessibility checker
MDL-44101,14,Create generic way for Widgets to focus on something when they close
MDL-44128,14,Atto: Toolbar menus should work with keyboard navigation
MDL-44226,14,Atto: Simplifying the 'accessibility checker' to display sensible content
MDL-44227,14,Atto: The screenreader helper/accessibility checker should always display something for missing images
MDL-44758,14,Atto: Prevent new table creation when within an existing table
MDL-44765,14,atto_image: Dialogue is not resized after the accessibility warning is displayed
MDL-44773,14,Accessibility checker does not trigger selection updated when it selects the image nodes
MDL-44806,14,Accessibility checker goes wide unnecessarily
MDL-44808,14,"The table creation box is huge, giving too much room to the accessibility info"
MDL-44927,14,Atto: UX improvements for table editing.
MDL-46285,14,Option to hide user_picture from screen readers
MDL-46936,14,Restore AJAX editing
MDL-47026,14,The tooltip prevents the user from entering the feedback field
MDL-47460,14,Event monitor: Fix missing alt on icons
MDL-21469,15,Chat window uses browser language rather than preferred language set in profile
MDL-38347,15,Left and right arrows for calendar not showing up on Android
MDL-39044,15,Replace strtolower in block/completionstatus with textlib::strtolower
MDL-39850,15,Pre and post performance profiling
MDL-40037,15,POLICY: Decide if we should allow context to be exposed by WS or not
MDL-40369,15,Remove deprecated icons
MDL-40705,15,Clean theme / navigation menu / current course: a long shortname will be displayed over the main content
MDL-40752,15,"Login panel should be placed on the right side, in RTL mode (theme/clean, bootstrap)"
MDL-40821,15,Language menu in Clean should show language used
MDL-41267,15,Add support for admin tool subplugins
MDL-41387,15,"The string ""Deleted - course tags"" needs to be properly capitalised"
MDL-41604,15,Fallback to theme_config::DEFAULT_THEME if a theme (or parent) does not exist.
MDL-41664,15,Add the ability to format the years in the new calendar plugin.
MDL-41792,15,The calendar itself should display dates depending on the calendar type used
MDL-41903,15,Import Typo3 4.7.15
MDL-42091,15,Fix the background color for atto buttons when clicked and hover
MDL-42149,15,Design new icons for filemanager/filepicker in svg/png format
MDL-42227,15,Funkiness with drag/drop
MDL-42442,15,eliminate standardwhite references in lib/setup.hp
MDL-42461,15,Creating a wiki in group mode triggers setType warning
MDL-42497,15,orphaned subplugins are missing on the plugins overview page
MDL-42612,15,add Russian Ruble to list of paypal currencies
MDL-42924,15,use normalize_component to extract plugin name and type
MDL-43008,15,Calendar plugins can not display setting pages.
MDL-43010,15,Create expand/collapse in the X steps for behat
MDL-43262,15,Move dialogue default overrides to attributes
MDL-43786,15,"""More"" - a new theme like Clean but with more customisation settings in the UI"
MDL-43839,15,Make Clean as the default theme in 2.7.
MDL-43842,15,Import code from Atto back to core.
MDL-43853,15,Make Atto toolbar buttons display all at once - instead of one by one.
MDL-43858,15,New Atto plugin Insert Character
MDL-43859,15,New Atto plugin Insert Smiley
MDL-43860,15,New Atto plugin switch language LTR/RTL
MDL-43862,15,Add mediamanager plugin for Atto
MDL-43865,15,Add a toolbar editor to Atto
MDL-43885,15,moodle-core-notification-confirm should treat [X] like 'Cancel'
MDL-44127,15,Atto Improve API when a plugin wants multiple buttons.
MDL-44220,15,Atto: Being able to set the alignment (flow) of the images
MDL-44241,15,Atto: Combine plugins link/unlink into one
MDL-44512,15,Custom menu submenu arrows appear on the right on RTL languages
MDL-44596,15,Declare interfaces supported by reports and implemented by stores.
MDL-44749,15,Collapse plugin should handle suboptimal toolbar configuration
MDL-44751,15,Update showgroups string in atto_collapse
MDL-44752,15,Correct uses of color => colour in atto plugin language strings
MDL-44754,15,Explain the meaning of the group names in the toolbar configuration
MDL-44755,15,Atto plugins are using different icons for the plugin / toolbar
MDL-44756,15,Atto collapse plugin setting help update
MDL-44760,15,Atto menu styles are inconsistent
MDL-44761,15,Display the list of keyboard short cuts somewhere (in the alt for the buttons?)
MDL-44762,15,Atto title plugin bugs. It is possible to choose a title from the menu and nothing happens
MDL-44763,15,"Atto image plugin - remove the word ""Preview"" from the dialogue."
MDL-44764,15,Change wording in Atto image plugin
MDL-44782,15,Fix lang string for Mathjax filter setting HTTP (Should be HTTPS)
MDL-44784,15,Atto plugins with settings do not show settings links on manage plugins page.
MDL-44824,15,Strings missing for some subplugins
MDL-44826,15,Atto Too many image alignment options
MDL-44827,15,Atto: Insert image fails on iOS 7
MDL-44830,15,Atto: Redo behaviour is a bit wonky
MDL-45827,15,Specify the requirements for the element library
MDL-45828,15,Create the element library admin tool
MDL-45829,15,Define the initial list of renderables to be added to the element library
MDL-45830,15,Define style guide for renderables
MDL-45862,15,Convert existing displays to renderers
MDL-46022,15,Add ability to create dividers in custom_menu
MDL-46269,15,Convert http embedded content to https on https sites where available
MDL-46313,15,Create new icons for e-mail subscription status
MDL-46352,15,Deprecate print_group_picture
MDL-46873,15,Publish prototype and publicise
MDL-46921,15,Allow sorting on additional name fields.
MDL-46923,15,Typo in behat function name
MDL-46951,15,Make the grader report work on theme_base and derivatives
MDL-46962,15,Handle floating objects with RTL languages
MDL-47127,15,"Update ""date till"" string in the grade history report"
MDL-47149,15,Event monitor: Write QA tests for the tool
MDL-47353,15,Test the Grader report on a number of third-party themes
MDL-52051,15,Migrate to Dropbox API v2
MDL-52754,15,Dropdown list of scales is not displayed when there's single quotes in values
MDL-53185,15,Big button to turn CBE on/off.
MDL-54770,15,PayPal enrolment plugin to support required SSLVERSION TLS v1.2 if possible
MDL-22669,16,Moodle bug with course restore section count
MDL-25473,16,Embedded MP4 videos via linking to the course file loops when finished playing.
MDL-26170,16,Deleted Forum & Blog Posts in RSS Block
MDL-28162,16,[ERROR] Automated backup status
MDL-30195,16,Export forum discussion without attachments to google docs portfolio
MDL-30431,16,Attempting to edit wiki comments from another user causes an error
MDL-30812,16,Latest backup files generate error/setting_invalid_ui_label upon restore
MDL-32570,16,"Deleting ""Miscellaneous"" category broke the ability to use IMS Enterprise to create courses"
MDL-32862,16,Links to some 1.9 resource types break after upgrade to 2.2 followed by backup and restore
MDL-33343,16,Unable to create a new page in wiki
MDL-34684,16,Adding a new health check to detect incorrect category path order and/or missing parent categories
MDL-35032,16,book restore from moodle 1.9: Images are not imported
MDL-35146,16,Restore of wiki fails with unique constraint violation
MDL-37016,16,null event.uuid's discovered when upgrading to Moodle 2.4
MDL-37312,16,restore always removes course idnumber
MDL-37528,16,Ajax dragging not working (fails to 'pick up')
MDL-37824,16,"Navigation block: clicking on ""My courses"" sends you to ""My moodle"""
MDL-37972,16,"Assignment (2.2) ""Upload Single"" settings submission file link does not work"
MDL-38228,16,"Major Performance Problem with ""Moving Modules"" upgrade step"
MDL-38664,16,"Lesson essays ""disappear"" if new attempt after exiting"
MDL-38758,16,Undefined variable: sillybyrefvar in mod/forum/backup/moodle2/restore_forum_stepslib.php
MDL-38768,16,"Coding error ""The theme has already been set up for this page ready for output"" when adding blog entry to a page resource"
MDL-38868,16,Web Services returns empty array when permissions are invalid for 'core_user_get_users_by_id' request
MDL-39653,16,IMS Enterprise CRON job error
MDL-39661,16,theme_clean: notice about undefined offset
MDL-39771,16,Embedded URL resource doesnt seem to load on an iphone 3gs
MDL-39949,16,Block without header causes JS error on page
MDL-40436,16,Error in Courses block when the user is enrolled in courses from other servers by MNet
MDL-40662,16,setting up the default for My Home page produces block/course_overview:addinstance notice
MDL-40750,16,Front Page Dropdown Arrow not Functioning (backport MDL-38661)
MDL-41075,16,"Selecting ""Choose..."" option from My Courses dropdown on Participants page generates error: Can not find data record in database table course"
MDL-41352,16,Mymobile theme: javascript error on course pages
MDL-41398,16,Clean theme needs the upgrade page to be dumb
MDL-41447,16,Upgrading from 1.9 to 2.2 (en-route to 2.4.5) has errors with certain kinds of URL link
MDL-41994,16,Notice: Undefined property on calendar export page
MDL-41995,16,Calendar export page does not set page layout correctly
MDL-42047,16,"Removing ""Custom instance name"" from Cohort enrollment when Cohorts no longer exist causes Coding error"
MDL-42078,16,Uninstalling multiple plugins usability and bugfixes
MDL-42079,16,Repeating events in external calendar do not appear in Moodle Calendar
MDL-42110,16,Installing add-ons causes 500 internal server error.
MDL-42214,16,Blocking user before reading message causes constant popups
MDL-42241,16,The URL for the upload courses tool in site admin is wrong
MDL-42429,16,PHP notice regarding undefined property displayed when editing a lesson
MDL-42597,16,New maintenance mode countdown counts down to 0 instead of 1
